audit_id,episode_id,variant,task_name,event_index,step,memory_id,memory_type,route,status,score,reliability,cited,task_goal,content,decision_summary,action,source_screenshot,current_screenshot,relevant_label,route_appropriate_label,fact_supported_label,useful_label,harmful_label,utility_label,review_notes
R022,method_dev_g6_g7_v15_20260724_08_M0_ExpenseAddSingle_seed20260725_a1,M0,ExpenseAddSingle,16,5,m_0004,episodic_fact,HYPOTHESIS,observed,0.52674355,0.63262294,True,"Add the following expenses into the pro expense:
name|amount_dollars|category_name|note
Textbooks|$15.28|Education|A need",The Amount field contains '15.28'.,Enter 'A need' into the active Note field to complete the note requirement.,"{""clear_text"": true, ""text"": ""A need"", ""type"": ""type_text"", ""x"": 0.5, ""y"": 0.445}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\08_M0_ExpenseAddSingle_seed20260725\step_004_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\08_M0_ExpenseAddSingle_seed20260725\step_005_before.png,yes,yes,,yes,no,yes,The amount is visibly entered and helps advance to the remaining note field.
R023,method_dev_g6_g7_v15_20260724_03_S0_ExpenseAddSingle_seed20260725_a1,S0,ExpenseAddSingle,7,4,m_0002,episodic_fact,HYPOTHESIS,observed,0.48367724,0.54798374,False,"Add the following expenses into the pro expense:
name|amount_dollars|category_name|note
Textbooks|$15.28|Education|A need",The Home screen of the Pro Expense app is visible.,Enter the amount '15.28' into the Amount field.,"{""clear_text"": true, ""text"": ""15.28"", ""type"": ""type_text"", ""x"": 0.5, ""y"": 0.267}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\03_S0_ExpenseAddSingle_seed20260725\step_002_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\03_S0_ExpenseAddSingle_seed20260725\step_004_before.png,yes,no,,no,no,no,The current screen is an Expense Entry form rather than Home; the stale page description adds no useful guidance for entering the amount.
R024,method_dev_g6_g7_v15_20260724_07_M0_ClockTimerEntry_seed20260724_a1,M0,ClockTimerEntry,12,4,m_0003,episodic_fact,HYPOTHESIS,observed,0.58817212,0.63262294,False,"Create a timer with 14 hours, 52 minutes, and 35 seconds. Do not start the timer.","The timer has been set to 14 hours, 52 minutes, and 35 seconds.",Tap the center of the timer display to reset or confirm the timer value.,"{""type"": ""tap"", ""x"": 0.5, ""y"": 0.5}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\07_M0_ClockTimerEntry_seed20260724\step_003_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\07_M0_ClockTimerEntry_seed20260724\step_004_before.png,yes,no,,no,yes,no,"Neither screenshot shows 14:52:35; the current timer is running at about 51:45, so accepting the claim could cause an incorrect timer action."
R025,method_dev_g6_g7_v15_20260724_07_M0_ClockTimerEntry_seed20260724_a1,M0,ClockTimerEntry,9,4,m_0003,episodic_fact,HYPOTHESIS,observed,0.58817212,0.63262294,False,"Create a timer with 14 hours, 52 minutes, and 35 seconds. Do not start the timer.","The timer has been set to 14 hours, 52 minutes, and 35 seconds.",Tap the center of the timer display to reset or confirm the timer value.,"{""type"": ""tap"", ""x"": 0.5, ""y"": 0.5}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\07_M0_ClockTimerEntry_seed20260724\step_003_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\07_M0_ClockTimerEntry_seed20260724\step_004_before.png,yes,no,,no,yes,no,"The claimed 14:52:35 value conflicts with both the zeroed source and the running 51:45 current timer, making it unsafe."
R026,method_dev_g6_g7_v15_20260724_08_M0_ExpenseAddSingle_seed20260725_a1,M0,ExpenseAddSingle,4,3,m_0002,episodic_fact,HYPOTHESIS,observed,0.50902926,0.55262294,False,"Add the following expenses into the pro expense:
name|amount_dollars|category_name|note
Textbooks|$15.28|Education|A need",The Pro Expense app main interface is visible with a plus button to add expenses.,Enter 'Textbooks' into the active Name field as the first expense detail.,"{""clear_text"": true, ""text"": ""Textbooks"", ""type"": ""type_text"", ""x"": 0.5, ""y"": 0.1826}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\08_M0_ExpenseAddSingle_seed20260725\step_002_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\08_M0_ExpenseAddSingle_seed20260725\step_003_before.png,yes,no,,no,no,no,The current screen is already the blank entry form; the stale Home-plus description does not reduce uncertainty about typing the name.
R027,method_dev_g6_g7_v15_20260724_13_M0_MarkorAddNoteHeader_seed20260730_a1,M0,MarkorAddNoteHeader,9,4,m_0001,episodic_fact,HYPOTHESIS,observed,0.50424912,0.6235708,False,"Update the Markor note proud_mouse_2023_10_01.md by adding the following text, along with a new blank line before the existing content: ""KDwVpswoRpRDyzZy2EOc"", and rename it to copy_sharp_jelly.txt.",The file 'proud_mouse_2023_10_01.md' has been opened for editing.,Insert the required text at the current cursor position.,"{""clear_text"": false, ""text"": ""KDwVpswoRpRDyzZy2EOc\n"", ""type"": ""type_text"", ""x"": 0.5, ""y"": 0.14}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\13_M0_MarkorAddNoteHeader_seed20260730\step_001_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\13_M0_MarkorAddNoteHeader_seed20260730\step_004_before.png,yes,yes,,yes,no,yes,The named file is visibly open in the editor and supports inserting the required text.
R028,method_dev_g6_g7_v15_20260724_05_S0_FilesMoveFile_seed20260727_a1,S0,FilesMoveFile,10,5,m_0003,episodic_fact,HYPOTHESIS,observed,0.49044647,0.54798374,False,Move the file sci_fi_book.mp3 from Movies within the sdk_gphone_x86_64 storage area to the Audiobooks within the same sdk_gphone_x86_64 storage area in the Android filesystem.,The sdk_gphone64_x86_64 storage area is selected and ready to be opened.,Tap on the Movies folder to open it and locate the sci_fi_book.mp3 file.,"{""type"": ""tap"", ""x"": 0.28, ""y"": 0.325}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\05_S0_FilesMoveFile_seed20260727\step_003_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\05_S0_FilesMoveFile_seed20260727\step_005_before.png,yes,yes,,yes,no,yes,The storage-location hypothesis is verified by the current root title and usefully guides opening Movies.
R029,method_dev_g6_g7_v15_20260724_09_M0_MarkorCreateNote_seed20260726_a1,M0,MarkorCreateNote,5,3,m_0001,episodic_fact,HYPOTHESIS,observed,0.50412168,0.54798374,False,Create a new note in Markor named gentle_bear_copy.md with the following text: A quick brown fox.,The Markor main interface is visible with a red plus button for creating a new note.,Tap the OK button to create the new note with the specified name.,"{""type"": ""tap"", ""x"": 0.852, ""y"": 0.463}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\09_M0_MarkorCreateNote_seed20260726\step_001_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\09_M0_MarkorCreateNote_seed20260726\step_003_before.png,yes,yes,,yes,no,yes,"The main interface and red plus remain visible behind the creation dialog, providing useful creation-path context."
R030,method_dev_g6_g7_v15_20260724_12_M0_ExpenseDeleteSingle_seed20260729_a1,M0,ExpenseDeleteSingle,27,7,m_0002,episodic_fact,HYPOTHESIS,observed,0.47732623,0.53538008,False,Delete the following expenses from pro expense: Educational.,The trash bin icon is visible next to the 'Educational' expense.,Tap the menu icon to access the expense list and verify deletion of the 'Educational' expense.,"{""type"": ""tap"", ""x"": 0.07, ""y"": 0.08}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\12_M0_ExpenseDeleteSingle_seed20260729\step_002_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\12_M0_ExpenseDeleteSingle_seed20260729\step_007_before.png,yes,yes,,yes,no,yes,The prior trash-control observation is plausible and supports reopening the list to verify the deletion.
R031,method_dev_g6_g7_v15_20260724_10_M0_FilesMoveFile_seed20260727_a1,M0,FilesMoveFile,52,8,m_0006,episodic_fact,HYPOTHESIS,observed,0.49967724,0.54798374,True,Move the file sci_fi_book.mp3 from Movies within the sdk_gphone_x86_64 storage area to the Audiobooks within the same sdk_gphone_x86_64 storage area in the Android filesystem.,Scrolling through the Movies folder contents continues to search for sci_fi_book.mp3.,Long press on sci_fi_book.mp3 to select it for moving.,"{""duration_ms"": 800, ""type"": ""long_press"", ""x"": 0.28, ""y"": 0.81}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\10_M0_FilesMoveFile_seed20260727\step_006_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\10_M0_FilesMoveFile_seed20260727\step_008_before.png,yes,yes,,yes,no,yes,The search/scroll context is relevant and the target file is now visible for selection.
R032,method_dev_g6_g7_v15_20260724_05_S0_FilesMoveFile_seed20260727_a1,S0,FilesMoveFile,33,13,m_0012,episodic_fact,HYPOTHESIS,observed,0.53295473,0.63262294,True,Move the file sci_fi_book.mp3 from Movies within the sdk_gphone_x86_64 storage area to the Audiobooks within the same sdk_gphone_x86_64 storage area in the Android filesystem.,The 'Move to...' action has been initiated for the selected file.,Tap the 'MOVE' button to confirm moving the file to the Downloads folder.,"{""type"": ""tap"", ""x"": 0.388, ""y"": 0.945}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\05_S0_FilesMoveFile_seed20260727\step_012_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\05_S0_FilesMoveFile_seed20260727\step_013_before.png,yes,yes,,yes,no,yes,The initiated move state is visible and supports reaching destination confirmation; it does not itself assert a destination.
R033,method_dev_g6_g7_v15_20260724_11_M0_CameraTakePhoto_seed20260728_a1,M0,CameraTakePhoto,17,5,m_0004,episodic_fact,HYPOTHESIS,observed,0.46617212,0.55262294,True,Take one photo.,The camera interface is visible but appears to be in a transitional or loading state with partial rendering.,Wait for the camera interface to stabilize and confirm photo capture.,"{""duration_ms"": 1000, ""type"": ""wait""}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\11_M0_CameraTakePhoto_seed20260728\step_004_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\11_M0_CameraTakePhoto_seed20260728\step_005_before.png,yes,yes,,yes,no,yes,"Both camera views are partially rendered, so a loading hypothesis and wait action are appropriate."
R034,method_dev_g6_g7_v15_20260724_09_M0_MarkorCreateNote_seed20260726_a1,M0,MarkorCreateNote,22,6,m_0002,episodic_fact,HYPOTHESIS,observed,0.49701361,0.61937308,True,Create a new note in Markor named gentle_bear_copy.md with the following text: A quick brown fox.,The file name field now contains 'gentle_bear_copy'.,Tap the save icon to save the note with the current filename and content.,"{""type"": ""tap"", ""x"": 0.75, ""y"": 0.085}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\09_M0_MarkorCreateNote_seed20260726\step_002_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\09_M0_MarkorCreateNote_seed20260726\step_006_before.png,yes,yes,,yes,no,yes,"The current title is consistent with the requested updated name, and the hypothesis supports saving."
R035,method_dev_g6_g7_v15_20260724_09_M0_MarkorCreateNote_seed20260726_a1,M0,MarkorCreateNote,52,11,m_0005,episodic_fact,HYPOTHESIS,observed,0.54649233,0.61158182,False,Create a new note in Markor named gentle_bear_copy.md with the following text: A quick brown fox.,The note contains the text 'A quick brown fox'.,Tap the save icon to persist the note with current filename and content.,"{""type"": ""tap"", ""x"": 0.75, ""y"": 0.085}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\09_M0_MarkorCreateNote_seed20260726\step_005_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\09_M0_MarkorCreateNote_seed20260726\step_011_before.png,yes,yes,,yes,no,yes,The current editor verifies the requested note text and supports saving.
R036,method_dev_g6_g7_v15_20260724_03_S0_ExpenseAddSingle_seed20260725_a1,S0,ExpenseAddSingle,10,5,m_0003,episodic_fact,HYPOTHESIS,observed,0.52167724,0.62798374,False,"Add the following expenses into the pro expense:
name|amount_dollars|category_name|note
Textbooks|$15.28|Education|A need",The Name field contains 'Textbooks'.,Enter the note 'A need' into the Note field as specified in the task.,"{""clear_text"": true, ""text"": ""A need"", ""type"": ""type_text"", ""x"": 0.5, ""y"": 0.445}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\03_S0_ExpenseAddSingle_seed20260725\step_003_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\03_S0_ExpenseAddSingle_seed20260725\step_005_before.png,yes,yes,,yes,no,yes,The current form verifies Textbooks and guides completion of the remaining note field.
R037,method_dev_g6_g7_v15_20260724_10_M0_FilesMoveFile_seed20260727_a1,M0,FilesMoveFile,42,7,m_0004,episodic_fact,HYPOTHESIS,observed,0.50289042,0.6235708,False,Move the file sci_fi_book.mp3 from Movies within the sdk_gphone_x86_64 storage area to the Audiobooks within the same sdk_gphone_x86_64 storage area in the Android filesystem.,The Movies folder is now accessible.,Continue scrolling through the Movies folder to locate the sci_fi_book.mp3 file.,"{""duration_ms"": 500, ""type"": ""swipe"", ""x"": 0.5, ""x2"": 0.5, ""y"": 0.8, ""y2"": 0.2}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\10_M0_FilesMoveFile_seed20260727\step_004_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\10_M0_FilesMoveFile_seed20260727\step_007_before.png,yes,yes,,yes,no,yes,Movies is visibly open and the hypothesis guides continuing the search for the target file.
R038,method_dev_g6_g7_v15_20260724_06_M0_ContactsAddContact_seed20260723_a1,M0,ContactsAddContact,29,8,m_0007,episodic_fact,HYPOTHESIS,observed,0.52483879,0.63262294,True,Create a new contact for Ian Zhang. Their number is +15180612698.,The Phone field contains the number +15180612698.,Tap the Save button to store the contact information.,"{""type"": ""tap"", ""x"": 0.775, ""y"": 0.09}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\06_M0_ContactsAddContact_seed20260723\step_007_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\06_M0_ContactsAddContact_seed20260723\step_008_before.png,yes,yes,,yes,no,yes,The correct phone number is visibly present and supports saving the contact.
R039,method_dev_g6_g7_v15_20260724_09_M0_MarkorCreateNote_seed20260726_a1,M0,MarkorCreateNote,37,9,m_0005,episodic_fact,HYPOTHESIS,observed,0.55740008,0.61937308,True,Create a new note in Markor named gentle_bear_copy.md with the following text: A quick brown fox.,The note contains the text 'A quick brown fox'.,Tap the save icon to save the note with the current filename and content.,"{""type"": ""tap"", ""x"": 0.75, ""y"": 0.085}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\09_M0_MarkorCreateNote_seed20260726\step_005_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\09_M0_MarkorCreateNote_seed20260726\step_009_before.png,yes,yes,,yes,no,yes,The current editor verifies the requested note text and supports saving.
R040,method_dev_g6_g7_v15_20260724_13_M0_MarkorAddNoteHeader_seed20260730_a1,M0,MarkorAddNoteHeader,26,7,m_0004,episodic_fact,HYPOTHESIS,observed,0.51978483,0.6235708,False,"Update the Markor note proud_mouse_2023_10_01.md by adding the following text, along with a new blank line before the existing content: ""KDwVpswoRpRDyzZy2EOc"", and rename it to copy_sharp_jelly.txt.",The text 'KDwVpswoRpRDyzZy2EOc' with a newline has been added at the beginning of the note.,Tap on 'File settings' to access file renaming options.,"{""type"": ""tap"", ""x"": 0.72, ""y"": 0.08}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\13_M0_MarkorAddNoteHeader_seed20260730\step_004_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\13_M0_MarkorAddNoteHeader_seed20260730\step_007_before.png,yes,no,,no,yes,no,The screenshots show the required string inserted inside existing text rather than at the beginning with a blank line; accepting completion would cause premature renaming.
R041,method_dev_g6_g7_v15_20260724_04_S0_MarkorCreateNote_seed20260726_a1,S0,MarkorCreateNote,14,6,m_0005,episodic_fact,HYPOTHESIS,observed,0.52425908,0.63262294,True,Create a new note in Markor named gentle_bear_copy.md with the following text: A quick brown fox.,The note name has been updated to 'gentle_bear_copy'.,Tap the OK button to create the new note with the specified name.,"{""type"": ""tap"", ""x"": 0.85, ""y"": 0.463}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\04_S0_MarkorCreateNote_seed20260726\step_005_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\04_S0_MarkorCreateNote_seed20260726\step_006_before.png,yes,yes,,yes,no,yes,The current dialog visibly contains gentle_bear_copy and supports confirming creation.
R042,method_dev_g6_g7_v15_20260724_01_S0_ContactsAddContact_seed20260723_a1,S0,ContactsAddContact,27,9,m_0009,episodic_fact,HYPOTHESIS,observed,0.54617212,0.63262294,True,Create a new contact for Ian Zhang. Their number is +15180612698.,The contact Ian Zhang with phone number +15180612698 has been fully entered and is ready to be saved.,The contact details are fully entered and the Save button was tapped; the task is complete.,null,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\01_S0_ContactsAddContact_seed20260723\step_008_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\01_S0_ContactsAddContact_seed20260723\step_009_before.png,yes,yes,,yes,no,yes,The source shows all required contact fields entered; as a hypothesis it usefully supports saving while still requiring outcome verification.
R043,method_dev_g6_g7_v15_20260724_08_M0_ExpenseAddSingle_seed20260725_a1,M0,ExpenseAddSingle,11,4,m_0003,episodic_fact,HYPOTHESIS,observed,0.52817212,0.63262294,True,"Add the following expenses into the pro expense:
name|amount_dollars|category_name|note
Textbooks|$15.28|Education|A need",The Name field contains 'Textbooks'.,Enter the amount '15.28' into the active Amount field.,"{""clear_text"": true, ""text"": ""15.28"", ""type"": ""type_text"", ""x"": 0.5, ""y"": 0.267}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\08_M0_ExpenseAddSingle_seed20260725\step_003_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\08_M0_ExpenseAddSingle_seed20260725\step_004_before.png,yes,yes,,yes,no,yes,Textbooks is visible in the current form and guides moving to the amount field.
R044,method_dev_g6_g7_v15_20260724_01_S0_ContactsAddContact_seed20260723_a1,S0,ContactsAddContact,10,5,m_0002,episodic_fact,HYPOTHESIS,observed,0.52299912,0.6235708,False,Create a new contact for Ian Zhang. Their number is +15180612698.,The new contact form is visible.,Enter 'Zhang' into the focused Last name field.,"{""clear_text"": true, ""text"": ""Zhang"", ""type"": ""type_text"", ""x"": 0.49, ""y"": 0.467}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\01_S0_ContactsAddContact_seed20260723\step_002_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\01_S0_ContactsAddContact_seed20260723\step_005_before.png,yes,yes,,yes,no,yes,The current new-contact form verifies the page hypothesis and supports entering the last name.
R045,method_dev_g6_g7_v15_20260724_05_S0_FilesMoveFile_seed20260727_a1,S0,FilesMoveFile,4,3,m_0001,episodic_fact,HYPOTHESIS,observed,0.46837289,0.54798374,False,Move the file sci_fi_book.mp3 from Movies within the sdk_gphone_x86_64 storage area to the Audiobooks within the same sdk_gphone_x86_64 storage area in the Android filesystem.,The Files app is currently loading.,Tap on the sdk_gphone64_x86_64 storage area to access its contents.,"{""type"": ""tap"", ""x"": 0.3, ""y"": 0.54}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\05_S0_FilesMoveFile_seed20260727\step_001_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\05_S0_FilesMoveFile_seed20260727\step_003_before.png,yes,no,,no,no,no,"The current Files navigation drawer is fully loaded, so the loading claim is stale and unnecessary for selecting storage."
R046,method_dev_g6_g7_v15_20260724_12_M0_ExpenseDeleteSingle_seed20260729_a1,M0,ExpenseDeleteSingle,7,3,m_0001,episodic_fact,HYPOTHESIS,observed,0.49125619,0.54798374,True,Delete the following expenses from pro expense: Educational.,The main screen of the Pro Expense app is visible with the recent expense list.,Tap the 'CONFIRM' button to finalize the deletion of the selected expense.,"{""type"": ""tap"", ""x"": 0.5, ""y"": 0.925}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\12_M0_ExpenseDeleteSingle_seed20260729\step_001_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\12_M0_ExpenseDeleteSingle_seed20260729\step_003_before.png,yes,yes,,yes,no,yes,"The Pro Expense home/recent-list context is visible in provenance and remains plausible behind the confirmation overlay, helping ground the delete action."
R047,method_dev_g6_g7_v15_20260724_08_M0_ExpenseAddSingle_seed20260725_a1,M0,ExpenseAddSingle,28,7,m_0006,episodic_fact,HYPOTHESIS,observed,0.53540289,0.55262294,False,"Add the following expenses into the pro expense:
name|amount_dollars|category_name|note
Textbooks|$15.28|Education|A need","The Expense Entry form has Name=Textbooks, Amount=15.28, Note=A need, and category=Food.",Wait for the screen to stabilize after saving the expense entry to verify completion.,"{""duration_ms"": 1000, ""type"": ""wait""}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\08_M0_ExpenseAddSingle_seed20260725\step_006_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\08_M0_ExpenseAddSingle_seed20260725\step_007_before.png,yes,yes,,yes,no,yes,"The source verifies every requested field and the current home list shows Textbooks, supporting a cautious post-save check."
R048,method_dev_g6_g7_v15_20260724_03_S0_ExpenseAddSingle_seed20260725_a1,S0,ExpenseAddSingle,3,3,m_0002,episodic_fact,HYPOTHESIS,observed,0.49017212,0.55262294,False,"Add the following expenses into the pro expense:
name|amount_dollars|category_name|note
Textbooks|$15.28|Education|A need",The Home screen of the Pro Expense app is visible.,Enter 'Textbooks' into the Name field as the expense name.,"{""clear_text"": true, ""text"": ""Textbooks"", ""type"": ""type_text"", ""x"": 0.5, ""y"": 0.178}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\03_S0_ExpenseAddSingle_seed20260725\step_002_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\03_S0_ExpenseAddSingle_seed20260725\step_003_before.png,yes,no,,no,no,no,"The current screen is already an empty Expense Entry form, so the stale Home description does not guide entry of the name."
R049,method_dev_g6_g7_v15_20260724_09_M0_MarkorCreateNote_seed20260726_a1,M0,MarkorCreateNote,21,6,m_0005,episodic_fact,HYPOTHESIS,observed,0.5759499,0.63262294,True,Create a new note in Markor named gentle_bear_copy.md with the following text: A quick brown fox.,The note contains the text 'A quick brown fox'.,Tap the save icon to save the note with the current filename and content.,"{""type"": ""tap"", ""x"": 0.75, ""y"": 0.085}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\09_M0_MarkorCreateNote_seed20260726\step_005_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\09_M0_MarkorCreateNote_seed20260726\step_006_before.png,yes,yes,,yes,no,yes,The current editor verifies the requested text and supports saving.
R050,method_dev_g6_g7_v15_20260724_10_M0_FilesMoveFile_seed20260727_a1,M0,FilesMoveFile,92,12,m_0010,episodic_fact,HYPOTHESIS,observed,0.5031555,0.54798374,True,Move the file sci_fi_book.mp3 from Movies within the sdk_gphone_x86_64 storage area to the Audiobooks within the same sdk_gphone_x86_64 storage area in the Android filesystem.,The 'Move to...' operation has been initiated for sci_fi_book.mp3.,Tap the 'MOVE' button to confirm moving the file to the selected destination.,"{""type"": ""tap"", ""x"": 0.388, ""y"": 0.944}",D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\10_M0_FilesMoveFile_seed20260727\step_010_before.png,D:\ZJU\Summer_Camp\RAVEN-M-Research\runs\method_dev_g6_g7\method_dev_g6_g7_v15_20260724\episodes\10_M0_FilesMoveFile_seed20260727\step_012_before.png,yes,yes,,no,yes,no,"Although a move was initiated, the current selected destination is Downloads rather than the required Audiobooks; using this generic memory to confirm now would execute the wrong move."
